,City,Latitude,Longitude,Cloudiness,Country,Date,Humidity,Max Temp,Wind Speed
620,Barra,-11.618228314943323,-43.21859977499082,0.0,BR,1522684168.0,62.0,86.93,10.76
621,Kaabong,3.820681057424096,33.809579298824815,48.0,UG,1522684177.0,57.0,76.49,7.29
622,Chifeng,45.177211032004465,118.60645421470895,92.0,CN,1522684169.0,66.0,34.82,11.77
623,Tezu,31.381568246902134,96.54799328977629,0.0,IN,1522684169.0,56.0,62.72,1.92
624,Fort Nelson,58.82652787793654,-122.20435226014308,75.0,CA,1522681200.0,66.0,10.4,3.49
625,Bajil,15.893180033310728,43.305539634662836,80.0,YE,1522684169.0,41.0,88.73,4.72
627,Kurilsk,43.643759464696586,147.63256331812863,32.0,RU,1522684169.0,93.0,30.59,14.56
628,Snyder,33.48311165238127,-100.27811250419654,90.0,US,1522682100.0,93.0,39.42,3.36
629,Mabaruma,8.55611319029589,-60.345049506005424,48.0,GY,1522684178.0,93.0,79.46,6.17
630,Pleasanton,28.887587420497454,-98.1325609237576,75.0,US,1522683600.0,87.0,53.44,13.87
631,Biltine,14.577270060989207,20.67152995126935,0.0,TD,1522684170.0,14.0,97.55,4.61
632,Bria,5.957154452743495,22.718346792640546,0.0,CF,1522684171.0,43.0,92.6,5.28
634,Tanabe,31.358306891309326,135.65732078965738,0.0,JP,1522684179.0,82.0,53.18,3.38
635,Jimo,35.902969224464,121.63169778330473,76.0,CN,1522681200.0,82.0,64.4,8.95
636,Pau Brasil,-15.352097743379687,-39.44843165493836,32.0,BR,1522684180.0,67.0,85.58,5.95
637,Dengzhou,38.42481622580797,120.62389460147347,0.0,CN,1522684171.0,70.0,67.76,9.64
638,Ziway,7.805401401342152,38.73263560867821,64.0,ET,1522684172.0,96.0,60.02,3.15
640,Jiuquan,37.86185558529294,98.35025096299148,8.0,CN,1522684172.0,57.0,31.58,3.15
641,Cabedelo,-6.03359001353526,-32.299947940264445,32.0,BR,1522684172.0,88.0,84.23,10.65
643,Port Blair,13.950738969627608,88.44019926862268,48.0,IN,1522684172.0,100.0,84.23,7.18
644,Dafeng,33.76267495051462,121.94421752934295,32.0,CN,1522684172.0,80.0,63.17,11.43
645,Ranir Bazar,23.924644129009764,91.38684830733143,48.0,IN,1522684181.0,75.0,76.22,5.95
646,Nishihara,20.84891280205069,133.7105646941793,90.0,JP,1522681200.0,77.0,59.0,6.93
647,Boca do Acre,-9.250436841261944,-66.77326052368203,8.0,BR,1522684181.0,75.0,86.12,2.93
648,Gryazi,52.333260659390845,40.01962369145127,88.0,RU,1522684173.0,91.0,34.19,14.67
649,Carira,-10.358461878088846,-37.71081745393994,0.0,BR,1522684174.0,43.0,91.7,9.86
650,Les Cayes,15.37451297937639,-73.14958220741735,0.0,HT,1522684174.0,100.0,78.65,5.06
652,Zurrieq,34.73174286062287,14.62609559571544,20.0,MT,1522682100.0,63.0,60.8,6.93
653,Baoqing,46.69173018564004,133.06563656070603,92.0,CN,1522684175.0,41.0,46.07,11.77
654,Gander,48.57075391711146,-54.60085740101681,40.0,CA,1522681200.0,47.0,37.4,23.04
655,Lar,27.18141758902061,54.224635474466396,75.0,IR,1522681200.0,29.0,77.0,6.93
656,Borogontsy,62.84196829563649,130.8850971804137,80.0,RU,1522684072.0,92.0,22.76,2.37
657,Muisne,3.1136340635732154,-84.61378438137065,80.0,EC,1522684175.0,91.0,77.48,3.6
658,Vrangel,40.008094271582394,133.45070355244468,88.0,RU,1522684175.0,95.0,35.36,6.17
659,Carthage,37.1819528808912,-93.95225795951042,90.0,US,1522682100.0,82.0,64.45,3.6
661,Beyneu,43.529551399305404,56.51550970417901,0.0,KZ,1522684185.0,43.0,50.39,15.9
662,Baie-Comeau,51.62204727238387,-68.88360225344742,1.0,CA,1522681200.0,29.0,21.96,6.93
663,Oktyabrskiy,52.25077235278789,153.65456323330125,75.0,RU,1522681200.0,96.0,39.22,20.13
666,Panaba,25.085704838090706,-88.00671185598904,0.0,MX,1522684178.0,59.0,83.42,5.95
667,Varkkallai,8.597357956236962,76.61013091798054,20.0,IN,1522681200.0,74.0,86.0,3.36
669,Monastyrshchina,54.389232702326495,31.883724427424568,80.0,RU,1522684178.0,88.0,37.7,17.36
670,Mugango,-1.3479397301547493,33.27161059084483,0.0,TZ,1522684178.0,100.0,72.08,2.04
671,College,66.52374609664022,-149.1109612403145,1.0,US,1522681080.0,84.0,-2.93,5.5
672,Mahajanga,-15.696636962094061,43.66296038233463,40.0,MG,1522681200.0,74.0,86.0,11.41
673,Coihaique,-45.77833427819207,-74.10994836278272,75.0,CL,1522681200.0,52.0,62.35,8.05
674,Zhezkazgan,47.581943263752436,69.01212028176545,0.0,KZ,1522684179.0,65.0,33.83,10.65
675,Nyurba,63.13262407804038,117.95089040763821,8.0,RU,1522684180.0,54.0,3.95,4.72
676,Nizhniy Tsasuchey,49.759548542197166,115.49594010787058,0.0,RU,1522684188.0,29.0,20.33,17.69
677,Nushki,29.12816436077621,65.67449455528575,0.0,PK,1522684180.0,27.0,71.9,7.18
678,Tumkur,13.324927427385802,77.21253531749767,75.0,IN,1522683000.0,94.0,71.6,4.27
680,Padang,-10.08609188788273,88.8670070730401,20.0,ID,1522684189.0,100.0,82.43,4.94
681,Coro,11.376102838495967,-69.95308507555931,20.0,VE,1522681200.0,58.0,86.0,6.73
682,North Platte,40.43816176706625,-100.72802937139362,1.0,US,1522680780.0,73.0,26.6,14.99
684,Bodden Town,16.522177669740827,-80.36925346810084,40.0,KY,1522681200.0,66.0,84.2,12.75
685,Kangaatsiaq,70.08580035261292,-54.99600283645445,48.0,GL,1522684182.0,100.0,21.23,4.94
686,Samarai,-10.756109405015394,151.31539312036523,36.0,PG,1522684182.0,100.0,81.89,9.31
688,Oussouye,10.681444612507946,-19.711128009965933,0.0,SN,1522681200.0,51.0,90.63,6.93
689,Basco,21.240936120607017,124.12336429930531,56.0,PH,1522684183.0,100.0,76.85,14.12
690,Lokosovo,60.69984371480845,75.37591619357468,68.0,RU,1522684183.0,88.0,16.37,8.08
691,Kyabe,9.422547696179663,18.97970089863378,0.0,TD,1522684183.0,18.0,102.23,4.72
692,Punta Alta,-38.74871199367543,-61.22840687922927,75.0,AR,1522681200.0,83.0,74.3,2.93
693,Buzmeyin,39.187392148432025,58.36788914177288,20.0,TM,1522681200.0,51.0,60.8,6.93
694,Lyubech,51.78145434996367,30.402380800346634,80.0,UA,1522684184.0,76.0,41.3,17.81
695,Lumphat,12.923203329955328,106.72682037900427,56.0,KH,1522684184.0,76.0,77.66,1.14
696,Lashio,23.846165684821486,99.26132772647793,44.0,MM,1522684184.0,89.0,66.32,0.81
697,Thaba-Tseka,-30.114671570819553,28.501708662061134,100.0,LS,1522684185.0,34.0,64.43,1.59
698,Rozhyshche,50.81974090260002,25.048878649492735,80.0,UA,1522684193.0,89.0,37.79,21.5
699,Athabasca,56.56937709182574,-112.6356522269778,0.0,CA,1522684185.0,53.0,-1.18,2.93
701,Zhuravka,50.42706090697848,32.43271488394936,92.0,UA,1522684185.0,71.0,56.15,6.62
702,Sola,-11.612663542067608,171.41384702027483,92.0,VU,1522684186.0,100.0,77.93,11.1
703,Vestmanna,67.15108570737482,-8.109255921196109,48.0,FO,1522682400.0,100.0,32.0,16.11
704,Hayden,47.75579840354061,-116.83776507573216,1.0,US,1522682100.0,63.0,30.18,6.93
705,Shangrao,28.12201306320968,118.53985910437558,88.0,CN,1522684186.0,98.0,62.09,2.71
706,Minggang,32.43214365933905,113.64698158725872,0.0,CN,1522684186.0,75.0,66.77,6.17
707,Diamantino,-13.612985019280373,-55.89951079555772,56.0,BR,1522684186.0,94.0,81.35,3.94
708,Fujinomiya,35.33699149220034,138.4050513065513,8.0,JP,1522684186.0,98.0,36.98,1.92
709,Roblin,51.658004792557136,-101.24003137551048,56.0,CA,1522684195.0,91.0,2.51,5.28
710,Serebryansk,49.64167163961963,83.12224650003776,90.0,KZ,1522681200.0,80.0,30.2,1.92
711,Port Lincoln,-48.4995312702954,128.17664447455513,100.0,AU,1522684187.0,96.0,62.63,6.51
712,Tekeli,44.456594887017644,79.0726927688878,0.0,KZ,1522684196.0,85.0,28.7,1.92
713,Seoul,39.36039799425751,128.78129298274888,75.0,KR,1522681200.0,67.0,57.88,4.7
714,Cotonou,4.452822154276262,2.830532885911225,20.0,BJ,1522681200.0,79.0,87.8,16.11
715,Truth or Consequences,33.21956863132776,-107.85667337804688,1.0,US,1522680780.0,15.0,59.0,5.82
716,Askiz,53.14597684969874,90.21780968997359,20.0,RU,1522684197.0,67.0,9.35,1.14
717,Conceicao da Barra,-18.403060372593387,-39.704557428586554,12.0,BR,1522684197.0,80.0,83.6,7.07
719,Listvyanskiy,54.16912545015859,83.96124410395697,76.0,RU,1522684198.0,90.0,25.64,12.55
721,Bowen,-20.62035566257866,148.4724429456997,90.0,AU,1522681200.0,94.0,73.4,10.29
722,Mareeba,-16.241618405534837,141.94559875615283,75.0,AU,1522683000.0,94.0,75.2,4.7
723,Manitouwadge,49.68088691450831,-85.67525700412843,75.0,CA,1522681200.0,61.0,15.8,9.17
724,Kamina,-9.322760092645481,24.588212744385714,0.0,CD,1522684191.0,59.0,83.06,8.41
725,Nacala,-14.19730020652338,41.77667611467052,20.0,MZ,1522684200.0,88.0,84.41,7.63
728,Turochak,52.58483043383805,87.11879684340954,48.0,RU,1522684200.0,76.0,17.54,2.26
729,Ntungamo,-0.7968052879729584,29.15694057511044,44.0,UG,1522684192.0,86.0,73.97,3.71
730,Ust-Maya,59.09268400446399,133.3757159560286,80.0,RU,1522684192.0,86.0,23.21,3.15
731,Follonica,42.92778229961121,10.773042642329102,40.0,IT,1522680900.0,67.0,56.25,13.87
732,Bukachacha,54.71592523852138,116.46946316369684,12.0,RU,1522684193.0,29.0,19.79,8.97
733,Ferma,57.91124901736015,56.36672101404443,0.0,RU,1522681200.0,59.0,33.8,6.71
734,Mashhad,36.75781435691296,60.0739081062392,0.0,IR,1522681200.0,62.0,51.8,9.17
735,Dergachi,51.20266295663015,49.00184110817878,0.0,RU,1522684193.0,93.0,37.25,15.79
736,Los Llanos de Aridane,26.898251415626248,-25.148117479844217,40.0,ES,1522683000.0,60.0,71.6,10.29
737,Jinchang,39.43554661187315,103.1116335879172,24.0,CN,1522684194.0,52.0,40.13,4.16
738,Kaupanger,61.524938878759855,7.2102708724794695,20.0,NO,1522680600.0,76.0,32.0,3.36
739,Cockburn Town,22.050670784356484,-68.32183629680195,80.0,TC,1522684194.0,100.0,75.32,11.32
740,Litovko,49.83546556366022,134.37940567651992,36.0,RU,1522684203.0,50.0,36.89,10.2
741,Jian,27.36030417246532,115.29378700638836,8.0,CN,1522684195.0,94.0,66.95,4.94
742,Nelson,49.57100802417327,-117.4050043369623,90.0,CA,1522682280.0,86.0,33.8,8.05
743,Santa Rosalia,27.52730309322999,-111.62201301685468,40.0,MX,1522680060.0,21.0,71.6,4.7
744,Jaru,-10.211442735326742,-62.01992108822296,56.0,BR,1522684195.0,80.0,82.97,2.59
745,Tazovskiy,66.91831087556443,80.64440376439933,56.0,RU,1522684204.0,78.0,-0.64,17.36
746,Takoradi,-2.2195055626177407,-0.29187113494540995,44.0,GH,1522684166.0,90.0,84.14,11.1
747,Cockburn Town,26.778142562757225,-71.65628398152019,56.0,BS,1522684196.0,95.0,76.4,11.77
748,San Javier,-15.583920269094435,-61.82099331387279,75.0,BO,1522681200.0,83.0,77.0,13.87
749,Mao,14.584837632177539,15.003100635978171,0.0,TD,1522684197.0,11.0,100.79,7.63
751,Bandarbeyla,5.07990947263275,57.39513628082506,44.0,SO,1522684197.0,100.0,80.45,10.98
752,Uruzgan,32.05631495562088,67.36814883100087,92.0,AF,1522684197.0,25.0,58.85,4.94
753,Novopokrovka,45.674027602672254,135.3058707161906,88.0,RU,1522684206.0,95.0,46.43,8.19
754,Sechura,-11.676161590793157,-89.03624104644089,24.0,PE,1522684206.0,75.0,75.86,3.94
755,Mumford,1.6466417111105187,0.4203861900773518,32.0,GH,1522684198.0,84.0,85.58,12.77
756,Bettiah,26.871040967415823,84.33233305041762,32.0,IN,1522684198.0,50.0,79.46,7.07
757,Ballina,-29.98372011072371,158.99572306031018,92.0,AU,1522684198.0,100.0,72.98,5.95
758,Mecca,22.296971037255773,41.98329206690593,0.0,SA,1522681200.0,49.0,91.4,4.7
759,Beloha,-33.37790046663641,40.840924411781,44.0,MG,1522684199.0,55.0,84.32,12.55
760,Preobrazheniye,40.415993070132544,134.56496072258642,48.0,RU,1522684207.0,92.0,35.45,1.92
761,Jiaozuo,35.58204102434401,113.46659400916366,0.0,CN,1522684199.0,64.0,55.07,1.92
762,Sinjar,36.460772080181954,42.044677806337745,0.0,IQ,1522684199.0,16.0,78.74,4.5
763,Meulaboh,3.1728638754401004,95.98660217518358,44.0,ID,1522684200.0,100.0,80.9,5.73
764,Bonawon,9.000678296913364,122.65057524274846,0.0,PH,1522681200.0,94.0,77.0,3.71
